round_epochs,loss,binary_accuracy,val_loss,val_binary_accuracy,batch_size,epochs,lr
80,0.03334417566657066,0.9980824589729309,1.1944453716278076,0.6263736486434937,32,80,0.01
80,0.0023198656272143126,1.0,1.9702531099319458,0.6410256624221802,32,80,0.1
20,0.3427613377571106,0.8513902425765991,0.6466134786605835,0.6666666865348816,32,20,0.001
80,0.005483507178723812,1.0,1.7077505588531494,0.6410256624221802,32,80,0.05
