round_epochs,loss,binary_accuracy,val_loss,val_binary_accuracy,batch_size,epochs,lr
80,0.17888477444648743,0.9344894289970398,0.7382543087005615,0.6356968283653259,16,80,0.001
60,0.06357960402965546,0.9877970218658447,1.0803394317626953,0.6381418108940125,32,60,0.01
40,0.27659887075424194,0.8773282170295715,0.655651867389679,0.640586793422699,32,40,0.001
40,0.31075960397720337,0.8638406991958618,0.6438716650009155,0.6308068633079529,64,40,0.001
