round_epochs,loss,binary_accuracy,val_loss,val_binary_accuracy,batch_size,epochs,lr
60,0.6593657732009888,0.6298031806945801,0.643426239490509,0.6606335043907166,32,60,0.01
20,0.6624685525894165,0.6298031806945801,0.6418716907501221,0.6606335043907166,16,20,0.01
60,0.6596356630325317,0.6298031806945801,0.6425942182540894,0.6606335043907166,16,60,0.01
80,0.6628522276878357,0.6298031806945801,0.640697717666626,0.6606335043907166,4,80,0.05
40,0.6602410674095154,0.6298031806945801,0.6438032388687134,0.6606335043907166,4,40,0.01
80,0.6598523855209351,0.6298031806945801,0.6429190635681152,0.6606335043907166,8,80,0.01
